Country,Fiscal Year,GDP
Turkey,2014,938934430070.659
Turkmenistan,2014,43524210526.3158
Turks and Caicos Isl.,2014,841070000.0
Tuvalu,2014,38760972.4230315
Uganda,2014,32612397253.2395
Ukraine,2014,133503867181.971
United Arab Emirates,2014,414105366752.893
United Kingdom,2014,3065223279583.79
United States,2014,17550680174000.0
Uruguay,2014,61496186973.902
Uzbekistan,2014,80845385816.2062
Vanuatu,2014,772315986.470477
Venezuela,2014,482359318767.703
Vietnam,2014,233451484773.974
Yemen,2014,43228585321.3272
Zambia,2014,27141023558.0829
Zimbabwe,2014,19495519600.0
